Speech,Label
"অর্ডার করেছিলাম, সবদিকে বলা যায় ভালোই, তবে রাইটা আরো ভালো করা উচিত।",1
খাবার মোটামুটি ভালো ছিলো কিন্তুু রাইস দেখে মনে হয়নি এটা এগ ফ্রাইড রাইস। মন্দের ভালো আরকি,1
শুধু শসা আর রুটি ছিলো৷ মার্বেল সাউজের এক টুকরো মাংস ছিলো। আর কোনো মাংসের ছিটে ফোটাও ছিলোনা। শসার শর্মা নাম দিলেই পারতো।,0
মাংসটা বাসি এবং পঁচা। রাইসটা খুবই ভালো ছিলো।কিন্তু মাংস। ছি আর জীবনেও অর্ডার করবনা।,0
খাবার পরিমানের দিকে এক্টু নজর দিবেন,0
"পরিমাণ খুবই কম,, সেট মেন্যুতে ফ্রাইড চিকেন ৬পিস লেখা ছিলো,, অথচ ৩ পিসকে কেটে ৬ মিস দেয়া হয়েছিলো",0
বিফের প্যাকেজ অর্ডার করছিলাম। গরু না দিয়া পাঠাইছে মুরগির মাংস। দাম নিছে গরুর মাংসের। এরপরও খাওয়া গেলেও হতো। মনে হয় ২ দিনের বাসি খাবার এমন গন্ধ!,0
"হাঁসের মাংসের বদলে একটা গলা, একটা পাখনার হাড় আর ছোট্ট একটা মাংসের টুকরা ছিল। আমি মাঝে মাঝে কালাই হাউস এ গিয়ে খাই । সে থেকে বলতে পারি স্বাভাবিক পরিমাণ এর এক তৃতীয়াংশ দিয়েছে, মাংস বাদ দিয়ে বাকি সব দিয়েছে। রুটি, বেগুন ভর্তা ঠিক ছিল, তবে চাটনি দেওয়ার কথা থাকলেও দেয় নি ।",0
"একদম বাজে কেউ কোনদিন টাকা দিয়ে এই দোকান থেকে কিছু কিনবেন না । রুটি তো খাওয়াই যায় না, সাথে যে ভর্তা ভাজি দেয় সেগুলো মোটেই খাওয়া যায় না। সুতরাং একজন শুভাকাঙ্ক্ষী হিসেবে অনুরোধ করবো কেউ এই দোকানে অর্ডার দেবেন না।",0
"একরকম খাবার আশা করিনি, থার্ডক্লাস বল্লেও কম হয়ে যাবে! এখানে পিক দেওয়া যায়না, নাহলে দেখাতাম ১০০ টাকার হাসের মাংস কেমন দিসিলো!",0
"চোরের দল,গরুর মাংস ৪ পিস লিখা আছে সেখানে ২ পিস করে দিয়েছে।খাবার ঠান্ডা।একদম চোর আপনারা।তার সাথে ফুড পান্ডাও চোর খাবার নিবার সময় চেক করবেন না যে তাদের কথা মতো খাবার আছে কিনা।",0
"আমি খুব খুশি হয়েছি, বেগুন ভর্তা অনেক পেয়েছি তাই",1
মোটামুটি ভালো ছিল আলহামদুলিল্লাহ। যেভাবে দাম দেখিয়ে ছাড় দিয়েছে সে তুলনায় না।,1
ফালতু একদম। ৪০ টাকার তেহেরী দিয়ে বলে ২৬০ টাকার গরু বিরিয়ানি। এসব ফালতু দোকান বন্ধ করে দেন প্লিজ।,0
খুব বাজে অভিজ্ঞতা। এতো বাজে ভাবে মানুষ ঠকাবে বুঝতে পারিনি। চিকেন বিড়িয়ানি চিলো অডার এ সেটা তো কোনো ভাবেই না। খিচুড়িও না।,0
এ যাবত পর্যন্ত যত বিরিয়ানি খাইছি এর থেকে ফালতু স্বাদহীন তো দূরের কথা খাইতেই বিরক্ত লাগছে এক্সপেক্টেশন এর তুলনায় এটা কিছুই না,0
চিকেন ফ্রাই অর্ডার দিয়েছিলাম আলুর চপ এর সমান চিকেন ফ্রাই,0
চটপটি পার্সেল এ কোনদিন ফুচকা ভেঙে দিয়ে দেয়?পুরা নরম হয়ে রুটি হয়ে গেছিল,0
"রেড ভেলভেট এবং চকলেট কেক নিয়েছিলাম। আলহামদুলিল্লাহ, সবকিছু খুব ভালো ছিলো। সবাই নিতে পারেন।",1
অল্প টাকার মুল্যে অসাধরণ সুন্দর ও সুস্বাদু কেক সরবরাহ করে থাকে,1
ভাই মানুষ তো টাকা দিয়ে খাচ্ছেন তাই না? তাহলে ইচ্ছে করে খারাপ খাবার কেন দিচ্ছেন?,0
"এই সালা বোকাচোদারা জিবনে কোনোদিন খাবার রান্না করেছিস,, ভাই আতো পরিমান বাজে খাবার দিয়েছে।",0
খাবার দাম অনুযায়ী ভালো। এই টাকায় বেস্ট।,1
সবচেয়ে খারাপ অভিজ্ঞতা হল আজ। এত বাজে কাচ্চি বিরিয়ানি হয়ত আর কেউ দেখেনি৷ আলু মার্কা কাচ্চি।,0
উনাদের স্পেশাল নান এবং চিকেন চাপ টা অনেক ভাল লেগেছে। ধন্যবাদ প্রিয়।,1
এই রেস্টুরেন্ট এর মালিক একজন এরোগেন্ট পিস অফ শিট। এতো নেগেটিভ রিভিও এর পরেও প্যাকেজিং ঠিক করলো না।,0
তেহেরি সুস্বাদু ছিল।,1
গ্রিল নান অর্ডার করেছিলাম। মোটামুটি ছিল,1
আজকের টা আপনাদের দোকানে যত অডার করেছি তার মধ্যে বেস্ট ছিল নান গ্রিল টা,1
খুবই বাজে খাবার ছিলো নবাব কিচেন এ গিয়ে আমি বিরিয়ানি খাইছি কিন্তু এত বাজে খাইনাই,0
খাবারে লবন বেশি ছিল যা হয়তো মেনে নেয়া যেত।কিন্তু খাবার দেখতে সুন্দর হলেও খেতে স্বাদ নেই একদম। দুবার অর্ডার করে দুবার ই হতাশ। আর খাবারের পরিমান ও কিছুটা কম মনে হয়েছে।,0
খুব একটা ভালো না খাবার,0
"বিফ তেহেরি বরারবের মতই সুস্বাদু। ৫ প্যাকেট ২বারে অর্ডার করেছি। যেটায় ভাউচার ব্যবহার করেছি সেটায় পরিমাণে অন্যটার চেয়ে কম পেয়েছি। তবে, প্রতিবারই কম সময়ে গরম আর স্বাদে ভালো খাবার পাচ্ছি এজন্য ধন্যবাদ।",1
স্বাদ মোটামুটি,1
"খাবারের মান ভালো, কিন্তু দাম এর তুলনায় পরিমানে কমে",1
খাবার আরো তাড়াতাড়ি পাঠানো সম্ভব। আর তাদের মেনুটা কনফিউজ করে মানুষকে। একই খাবার দুইটা নামে দেওয়া।,1
একেবারে বাজে খাবার। ভুনা খিচুড়ির নামে সবজি খিচুড়ি দিয়ে দিয়েছে।,0
প্রাইজ হিসেবে খাবারের মান খারাপ।,0
এটা নান রুটি ছিল না৷ প্রতারণা করা বন্ধ করুন৷ রান্না না পারলে বিক্রয় বন্ধ করেন৷ মানুষকে ঠকাবেন না৷,0
কুন মাশরুম চিকেন কিচ্ছু নাই।পাস্তা কে শুধু টমেটো সস দিয়ে মিশিয়ে দিয়ে দিসে।ফালতু। আর কখনো ওডার দিব না,0
"একদমই বাজে ছিল, অর্ডার করছিলাম চিকেন চাপ দিছে এক টুকরা রানের পিস. এই রকম প্রতারণা বন্ধ করা উচিত।",0
বেশ ভালো,1
"ভাইরে ভাই,গ্রিল অর্ডার করসিলাম। এতো বাজে গ্রিল আমি আমার জীবনে আর কখনো খাইনাই।",0
খাবারের মান অত্যন্ত বাজে। ভুলেও কেই এখান থেকে ওর্ডার করবেন না। আমার একটি আইটেম তো দেয় ই নাই। চরম বাজে অভিজ্ঞতা।,0
"ডাল টা খারাপ ছিল,,,টক লাগছিল,,,টাটকা মনে হয়নি,,, তাছাড়া অন্য সব ভাল ছিল,,, মাংসের পরিমান ঠিক ছিল,,, ভাত ও যথেষ্ট পরিমানে ছিল,,",0
খিচুড়ি চাল সিদ্ধ হয় নাই। ডাল কাচা কাচা গন্ধ আছে লবন হয় নাই।,0
ভাতটা খুব ভালোভাবে রান্না হয়েছিল ভাত খেতে খুব ভালো লাগছে চালটা একটু মোটা ছিল আরেকটু চিকন করতে পারত,1
"মাংশ যথেষ্ট ছিল, কিন্তু গন্ধটা কেমন যেন",1
"মাটন বিরিয়ানী টা ভালো ছিলো,কিন্তু একটু মসলা লাগতো",1
"খুব ভালো, কিন্তু একটু ঝাল কম দেবেন। খুব ভালো।",1
"প্রায়ই লুচি ভেজিটেবল অর্ডার করি, খাবারের মান ভালো কিন্তু লুচির সাইজ দিন দিন ছোট হয়ে যাচ্ছে",1
এর আগে অডার করেছিলাম ভালো ছিলো,1
"প্রায় সকালে নাস্তার জন্য অর্ডার করি। ভালো, এটা যেন দাদা ঠিকমতো মেন্টেন করে",1
সিঙ্গার এটা খুব ভাল ছিল।,1
অনেক সুস্বাদু খাবার দিয়েছিল।,1
গরম গরম এবং মচমচে।,1
তারা এখনও তাদের পুরাতন ঐতিহ্য ধরে রেখেছে দেখে ভালো লাগলো।,1
খুবই চমৎকার সুস্বাদু খাবার।,1
গরম গরম সার্ভ করে,1
নিশ্চিন্তে অর্ডার করুন,1
চিকেন মাসালা একদম বাজে আর এত কম ভাবিনি। চিকেন ফ্রাই বাসি,0
এই বেশ্যার ছেলে রা এই খাওয়ার কেউ ফুডপান্ডায় দেয়। বেশ্যার ছেলেরা। তোদের র্রেস্টুরেন্ট কে চুদদে ইচ্ছা করে এ এসব খাবার দেওয়ার জন্য বুঝলি বেশ্যার ছেলে। দেশে ছেলেদের কাছ থেকে আমি নেহারী অর্ডার করেছি দুইটাই পায়ের খুর দিয়েছে। খুর কোউ এর মাঝে দেয়। বেশ্যার ছেলে,0
"খিচুড়ি দুইটা অস্থির ছিল, আরো অনেক দ্রুত ডেলিভারি",1
ব্রেকফাস্ট টা অসাধারন ছিল,1
ফকিন্নি মার্কা বাজে খাবার। পলিথিনে খাবার দেয়। ছি,0
"কালা ভুনা টা ভালো ছিলো, কিন্তু প্যাকেজিং টা আরো একটু ভালো করা লাগবে",1
স্টুপিড এর দল আমারে পচা কেক দিছে। এগুলার কোন বুক পিঠ নাই। জীবনে তোদের থেকে আর খাবার তো কিনবোই না। আর অন্যদেরকেও মানা করবো।,0
খাবারের মান খুব খারাপ। কেমন গন্ধ ছিলে। পরিমাণ খুব খুব কম ছিলে।,0
"একদমই বাজে। হট ডগ এর ভেতরকার সজেস এ কোন মাংস ছিল না যদিও ,ওটা চিকেন হট ডগ ছিল। সস এর মধ্যে মরিচের গুঁড়া। খেতে পারিনি এক কামড় খেয়ে ফেলে দিয়েছি",0
খাবার বেশ ভালোই লাগছে বাট হিউজ টাইম লাগাইছে রাইডার,1
"শক্ত, মজবুত স্পেশাল রুটি। সাথে কুচকুচে কালো বেগুনের হালুয়া",0
ডিম আর রুটির মজাটাই আলাদা,1
ভালো ছিলে খাবার,1
"খাবারটা অনেক ভালো ছিলো, ডিম আর রুটিটা অনেক ভালো হয়সে",1
বার্গার খাইয়ে পেটে গ্যাস হইসে। কিনবেন না।,0
জ্বী আপনাদের বিরানি খেয়ে অনেক ভাল লাগলো,1
"আমার দেওয়া ইন্সট্রাকশন অনুযায়ী খাবার দিছে, ক্রিসপি চিকেন দুইটা অনেক ভাল ছিল।",1
দ্রুত ডেলিভারি (চাইনিজ খাবার হিসেবে)। খাবারের মান উন্নত। রিকমেন্ডেড রেস্টুরেন্ট।,1
মোটামুটি ভাল,1
সবাই ট্রাই করে দেখতে পারেন,1
এই প্রথম ভালো খাবার পেলাম। এর আগে অন্য যত জায়গায় অর্ডার দিয়েছি সবাই দুই নাম্বারি করেছে,1
টাকা বেশি নিলেও ফুটপাতের মতো খাবার ছিলো।,0
"কেও কিনে প্রতারিত হবেন না । একদম বাজে খাবার, এর থেকে মোড়ে মোড়ে যে বার্গার বিক্রি করে সেটা শতগুন ভালো।",0
"ফুচকার পাপড়গুলা ন্যাতানো আর বাসী মনে হলো, ডিমের কুচি দেয়া ছিলো না সাথে",0
"খুবই বাজে প্যাকিং, নোংরা পলিথিন, স্বাদ হতাশ জনক, ডেলিভারি সময় দ্রুত ছিল।",0
খারাপ না। রুটি আর ভর্তা ২ টাই খুব ভালো ছিল,1
"ফুল বাটিতে পরিমাণ খুব অল্প, চামড়া দেয়া",0
ভালো কিন্তু কালাই রুটির সাথে মরিচ ভর্তা দেয় নি,1
জঘণ্য ছিল মোরগ পোলাও নামের আইটেম টি।,0
এর চেয়ে জঘন্য খাবার বোধ হয় পুরো রাজশাহীতে নাই।প্রতিটা খাবার কিভাবে অখাদ্য হয়। হোটেলের সাথে সাথে ফুড পান্ডার ওপর থেকেও ভক্তি উঠে গেল।,0
ফকিন্নি রেস্টুরেন্ট,0
অনেক সুস্বাদু ছিলো,1
ছোট মাছে পোঁকা কেন ভাই?খাওয়ার রূচিটাই নষ্ট করে দিলেন,0
দাম বাড়ালে বাড়ান তাউ ভাল খাবার দেওয়ার চেষ্টা করেন,0
"একদম বাজে, এত বাযে অভিজ্ঞতা এই প্রথম, চোর সালারা",0
খাবার সব গুলোই ফ্রেশ এবং মান সম্পন্ন ছিল,1
এরকম সার্ভিস সব সময় যেন অব্যাহত থাকে।,1
অপরিচ্ছন্ন অস্বাস্থ্যকর খাবার পরিবেশন,0
সবই মোটামুটি ঠিক আছে,1
খুবই ভালো ছিল,1
এমনিতে ভালো তবে পরিমাণ পারলে ভালো হতো,1
যাক ঐতিহ্য এখনো ধইরা রাখছে,1
সবাই আসলে এত ভাল সার্ভিস দিতে পারে না,1
দাম বেশি হলেও খেয়ে তৃপ্তি হয়েছে,1
ক্রিসপি চিকেন ছিল নাকি বেগুনের চপ ছিলো কিছুই বুঝলাম না।,0
এত বাজে শর্মা কোনোদিন খাই নাই,0
খাবারের টেস্ট খুব সুন্দর হয়েছ। সরমার রুটি টা আরও একটু নরম হত আর চিকেননএকটু কম মনে হয়েছে। বাকি সব ঠিক ঠাক।,1
পুরাতন ভাতে একগাছা বরবটি দিয়েছেন( শাক দিয়ে মাছ ঢাকার চেষ্টা)! চিকেনপিস গুলো কবেকার আল্লাহই ভালো জানেন,0
খাবারের মান খুব খারাপ ছিলো। মাটোন খিচুড়িতে কোন মাটোন ছিলোনা।,0
মসলা লবণ ঠিকঠাক ছিল,1
ব্যাপারটা ভালো লাগছে যে তারা ঠিকমতো রান্না করছে,1
খাবার রান্না যত্ন ছিল কাঁচা তরকারি ঠিক মতোই স্বাদ আসছে,1
"পেকিং বাজে,রাইডার,পচা, রেইনবো এরা আইটেম কম দেই, খুব খারাপ।",0
খুব বাজে খাবার।। খাবারের কোন টেস্ট ছিল না।। মরিচের গুড় দিয়ে বানানো।। খুব বাজে,0
খাওয়ার টা খুব ভাল ছিল,1
একদম বাজে ছিলো। এটা কোনো পিজ্জার কাতারেই পরে না।,0
আমার জীবনে এত বাজে হালিম কখনো খাইনি। এই রেস্টুরেন্ট পুরাই বাটপার। দুই বক্স হালিমের জায়গায় দিছে এক বক্স। সবাইকে অনুরোধ করব এই রেস্টুরেন্ট থেকে অর্ডার না দেওয়ার জন্য ।,0
ভালো বাট তেহেরীতে একটু তেল কম দিলে ভালো হয়,1
অনেক মজার খাবার। খুব ভালো,1
"বাজে খবার,সবচেয়ে বাজে,টাকা লস",0
খুব ভালো,1
খাবারের মান খুবই বাজে।যদি ক্ষুধা লাগে তাইলে কোন্মতে পেট ভরাতে পারবেন কিন্ত দাম হিসাবে কোয়ালিটির আকাশ পাতাল পার্থক্য।,0
এক কথায় জঘন্য। তিন টুকরো গরুর চর্বি দিয়েছে আর কেমন যেন বাজে গন্ধ,0
"খাবার ভালো, তবে বাদাম ভর্তা দুইটা ও শুটকি ভর্তা একটা চাইছিলাম",1
"অর্ডার দিলাম একপ্লেট ভাত , দিলো হাফ প্লেট । আলু ভাজি অর্ডার করলাম , দিলো লাউ ঘাটা । না খেয়ে মইরা যাবেন ,তবুও এই বাইঞ্চোদদের থেকে অর্ডার দিয়ে খাবার নিবেন না ।",0
সেট মেনু টা অস্থির ছিল,1
খাবারগুলো অনেক ভালো ছিলো,1
খাবার ভালো কিন্তু পরিমান অনুযায়ী কম,1
কাচ্ছি অর্ডার করেছিলাম। টেস্ট মোটামটি ভাল ছিল,1
রাইস খুব কম হলেও টেস্টি ছিলো,1
"দুইটা অর্ডার করছিলাম, অনেক ভালো ছিল, পিকআপের সময় তাদের ব্যবহার ও ভালো ছিল।",1
"পরিমান ও মান দুই ই অনেক অনেক ভাল ছিল, অনেকদিন পর একটা সেরা অর্ডার পেলাম ফুডপান্ডায়, রাইডার ও ফ্রেন্ডলি ।",1
আমার টাকাটা পুরা জলে গেছে। প্রতারিত। চেয়েছি বিরিয়ানি কিন্তু তারা প্যাকেটে দিয়েছে ফ্রাইড রাইস এবং দুইখান ব্রয়লারের বেসন মাখানো হাড্ডি। ছিঃ,0
সুপের মাংসে গন্ধ করছিল। টাটকা ছিল না।,0
খুব মজার খাবার নতুন,1
খাবারের গন্ধ মজার,1
খাবারের এত সুন্দর গন্ধে মম করছে,1
"আমি ভাবিনি এতো ভাল ফুচকা আমি ফুড পান্ডায় পাবো।আমি আরো ৪ টা যায়গা থেকে ফুচকা খেয়েছি কিন্তু ওদের ফুচকা এতো বাজে ছিলো স্পেশালি টক। বাট এখানকার ফুচকার পুরি,টক,ভিতরের পুর অসাধারণ।",1
খাবারের স্বাদ আর মান খুবই খারাপ ছিল।,0
স্বাদে ভালো ছিল এবং প্যাকেজিং ও ভালো ছিল,1
কোয়ালিটির কোনো বালাই নাই খাবারে।,0
খাবার যেমন ইচ্ছা তেমনে বানাইয়া দিছে,0
বার্গার এ অনেক কিচকিচ করতেছিলো। আমার সেদিন ১০ টা বার্গার ই ফেলে দিতে হইছে।,0
খাবার টা মোটেই ভালো ছিল না! পরিমাণ ও ঠিকঠাক না! আমি ফুডপান্ডার একজন রেগুলার কাস্টমার এরকম ব্যাপার মোটেই expect করি নাই,0
ভাই ভেজিটেবল বার্গার এ ভেজিটেবল কই?ঠক বাজ।,0
অনেক দিন পর ভালো কিছুই পেলাম সব কিছু ঠিকঠাক ছিলো,1
পুরি গুলো খুব ই টেস্টি,1
অসাধারণ । অনেক ভালো ছিল সব খাবারই।,1
"খাবার টা ভালো ছিলো, একদম গরম গরম",1
গরম গরম নরম নরম ভাত সেদ্ধ,1
মুরগির নাড়ি ভুড়ি দিয়ে বট তৈরি করেছে.. এক বাজে অবস্থা.. দেখেই বমি চলে এসেছে..,0
"পচা খাবার সার্ভ করে,উল্টা পাল্টা জিনিস দেয়",0
খাবার এ কোনো টেস্ট এ ছিলো না । এমন আলুপুরী & পিয়াজু জীবনে দেখি নি,0
টাকা জলে দেয়া আর কি,0
কিছু কিছু মাদারচোদ রাইডার এর জন্য ফুড পান্ডার রেপুটেশন খারাপ হয়।,0
"মিহিদানা লাড্ডু বেশ ভালো, অতিরিক্ত মিষ্টি না।",1
অন্যান্য মিষ্টির দোকানের তুলনায় দাম অনুযায়ী দই ভালো।,1
"ছবির সাথে খাবারের মিল নাই, দাম অনুযায়ী অ্যামাউন্ট কম, সেম দামে আরো বেটার অপশন আছে রাজশাহীতে, প্যাকেজিং আহামরি না ! সরি বাট একদমই জাতের খাবার না! ১ স্টারের কম দিতে পারলে দিতাম ! ভুলেও আর অর্ডার করছিনা সেটা বাহুল্য",0
"মুর‌গির মাথা, পাখার ক্ষুদ্র অংশ দি‌য়ে বানাই‌ছে ফ্রাইড চি‌কেন। ফ্রেন্চ ফ্রাই ছিল সম্পূর্ন কাঁচা এবং সস ও মে‌য়ো‌নেজ ছাড়া। অনটন বল‌তে ছিল পাপড় ভাজা।",0
বাসি খাবার ওভেনে গরম করে দিয়েছেন। মাছি ছিলো খাবারে।,0
ব্যবসা করতে হলে হালাল ভাবে করবেন। মানুষের সাথে প্রতারণা করবেন না।,0
এদের কাচ্চির মাটনের তুলনায় চপ শিঙারার দোকানের মাটন চপে বেশি মাটন থাকে,0
এই হোটেলে খেয়ে টাকা নষ্ট করার চেয়ে ফকিরকে ৫ টাকা দান কইরেন তবু সওয়াব পাবেন,0
মাশাআল্লাহ এদের আচার আর মেও আমার খুবই ভালো লাগে,1
ডিম খিচুড়ি অনেক ভাল ছিল পরিমাণে অনেক ছিল,1
ফুড কোয়ালিটি বেশ ভালো,1
মিনি বার্গার অর্ডার করেছে এদের মিনি বার্গার টা ভালো,1
সেই মজা পাইছি মামা,1
জোশ ছিল বার্গার টা জোস ছিল,1
থ্যাঙ্কস থ্যাঙ্কস থ্যাঙ্কস,1
উরাধুরা টেস্ট খাবারের সেই হইছে,1
মোটা মামার বেলপুরি আসলেই অনেক মজার❤️ আমি যখনই যায় তখনই খাই❤️,1
যখন একজন ফুড ভ্লগার পুরো খারাব শেষ করেন তখন বুঝতে হবে খাবারটা সত্যিই ভালো ছিল।,1
মেডিনোভার সামনের এই ফুসকা আর ভেলপুরি খেতে কতবার যে ইডেন থেকে গেছি।মেটাল মামার প্রতিটা আইটেমই অসাধারণ,1
তেজগাও কলেজের সামনের বোবা মামার ভেল্পুরি ইস দ্যা বেস্ট।,1
রাফসান ভাই আমাদের দোহারে রসুনের ঝাল মুড়ি অনেক মজার,1
উত্তরা রাজলক্ষ্মী ফুট ওভারব্রিজের নিচে বেস্ট বেলপুরি  😋😋😋😋,1
আগুন🔥,1
তালতলা মার্কেট বাহিরে ছোট ফুচকা গুলা খুবই মজার টেস্টি হয়।,1
ভাইয়া ৫ টাকার ভেল পুরিটাই বেস্ট।।,1
মোটা মামার ভেলপুরি ইজ দ্য বেস্ট ভেলপুরি 😍,1
মোটা মামার ভেলপুরি+পানিপুরি খিলগাও এর মধ্যে বেস্ট এক কথায় 😷,1
"সকালের নাস্তা, দুপুরের খাবার, রাতের খাবার পাচ ভাই বেস্ট.....  আর সন্ধ্যার নাস্তা, বিরিয়ানি  পানসি বেস্ট",1
পাঁচ ভাই এবং পানসী একে অন্যের পরিপূরক। দুইটাই দুই জায়গায় সেরা। পানসীর সাতকরার গরুর মাংস বেস্ট। আর পাঁচ ভাই এর খাসিটা বেস্ট।🥰,1
ফুসকা গুলো অনেক সুন্দর ♥,1
"আপু, মিরপুরের আড়ং এর সামনে একটা ভেলপুরি মামা বসেন, একদম মেইন গেটের পাশে, আমার খাওয়া বেস্ট ভেলপুরি,",1
তাক্বওয়া এর দই ফুচকা আমি খেতে খেতে আর স্টোরি দিতে দিতে সবাই আমার উপর বিরক্ত! xD তাও প্রতিদিন একবার আমার এটা খাওয়া লাগবেই।,1
যেটাই কও বইন আমার কোকই বেস্ট 😋😋,1
দারুণ 😍ভালো লাগলো ।,1
"বাসাবোর কাবাবিস,কাবাব মে হাড্ডি, কাবাব স্টেশন অনেক ভালো",1
খুব  ভালো ক্যাফে ফেমাস,1
পিজ্জা টপিংটা সেই ছিল। বেস্ট ডেলিভারি।,1
ফ্রেশ খাবার,1
কাবাবে ভীষণ ঝাল হওয়াতে মজা লেগেছে। ফাস্ট ডেলিভারি ছিল।,1
নান রুটিটা মজার ছিল,1
অনেক মজাদার খাবার দেখলেই খেতে মন চায়।,1
মুখে জল এসে গেছে,1
লোভনীয় খাবার 🥰🥰🥰🥰🥰🥰🥰🥰,1
ভালো লাগলো।,1
জিভে পানি আসছে,1
মালাই কুলফিটা সেইইইইইই।,1
"অসাধারণ রান্না,দেখেই জিভে পানি এসে গেলো 😋।আর প্রেজেন্টেশন ও ইউনিক",1
অসাধারণ খুব ভালো হয়েছে,1
আমি তোমার এই ভিডিও টা দেখে আমি রান্না করেছি আমার বাসার সবাই খেয়ে বলছে আমি আজ পযর্ন্ত যত রান্না করছি আমার হাতের সব রান্নারচে এই মাংস রান্নাটা সবার শেরা রান্না,1
আমার আম্মুও আদা বাটা পরে দেয়।এতে আদার স্মেল ভালো আসে।রান্নাটা ভালো হইছে।,1
অসাধারন রেসিপি,1
জিহবায় পানি চলে আসল,1
"আমি এটা রান্না করতে পারি, এটাতে টক দই দিলে আরো টেষ্টি হয়। কিন্তু এইটা ভালো ছিল।",1
মুখে পানি চলে আসছে,1
আপনাদের রেসিপি (জোষ joss) ছিল,1
ভাত মাখানো দেখে জ্বিভে পানি চলে আসে,1
ছবি দেখেই যেনো সুঘ্রাণ পাচ্ছি😍,1
মাখিয়ে প্রেসারকুকারের রান্না গরুর মাংস বেশি টেস্ট,1
অসাধারন!!!!!,1
রান্নাটা জোস ছিলো😋👌,1
আসলেই দেখেই অস্থির লাগতেছে  ❤️🍗,1
রান্না দেখেই বুঝা যাচ্ছে অনেক মজা হয়েছে।,1
আমি আপনাদের এই রেসিপি  ফলো করে হাঁস রান্না করসি😋সবাই বলসে খুব মজা হইসে,1
হাঁসের মাংস টা দেখেই বোঝা যাচ্ছে অনেক মজা হয়েছে,1
রান্না টা খুবই সুন্দর হয়েছে! আমার খুবই ভালো লেগেছে!!!,1
বাহ চমৎকার আর খুব মজাদার রেসিপি দিয়েছো আপু,1
জিবে পানি এসে গেছে আপুনি,1
অসাধারণ উপস্থাপনা,1
ফ্রাইড রাইস দেখতে অনেক লোভনীয় হয়েছে আপু,1
খুব সুন্দর আর ইয়াম্মি মনে হয়।,1
আমি আপনার সব ধরনের রেসিপি দেখি,1
বাংলাদেশ এ এত প্যাশেন্যাট একজন রাঁধুনি আছে তা জানতেই পারতাম না,1
আমি এরমধ্য জান্নাতের খাবারের সন্ধান পেয়েছি।,1
তোমার হাতে জাদু আছে।,1
বাঃ খুব ভালো হয়েছে দিদি,1
আজকের রেসিপি টা একটা চমক,1
দারুন  এক কথায় অনবদ‍্য।,1
আমি এই রান্না টার জন্য অপেক্ষা করছিলাম।,1
দেখেই জিভে জল এসে যায়,1
দেখে লোভ লেগে গেলো,1
"দারুণ লোভনীয় রেসিপি,,😊😊",1
আলহামদুলিল্লাহ খুবই ভাল হয়েছে এবং সহজ।,1
এত সুন্দর রং হয়েছে আর সহজ উপায় ।,1
মজাদার রেসিপি শেয়ার করার জন্য ধন্যবাদ 💜,1
"সফল মানুষেরা অন্যদের চেয়ে আলাদা হয় না, শুধু সফল মানুষদের চিন্তা অন্যদের চেয়ে আলাদা।",1
দারুণ দেখতে হয়েছে আপু।,1
খুব সুস্বাদু রান্না,1
অবশ্যই ট্রাই করবো,1
আপু আপনার পিঠা অনেক লোভনীয়,1
আমি এটা বানিয়েছি আমার পরিবার এত পছন্দ করছে।,1
দেখেই খেতে ইচ্ছে করছে,1
আপু খুব টেস্ট হয়েছে,1
ওয়াও খেতে খুব বেশি মজা হবে,1
আপনার সবগুলো পুডিং খুব সুন্দর হয় ।,1
আপনার প্রতিটা রান্না খুব পারফেক্ট।,1
খুব ভালো একটা রেসিপি উপকারে আসছে,1
দিদি তুমি আসলে পাকা রাঁধুনি,1
অসাধারণ ছিলো রেসিপিটা।,1
সব কিছু ছিলো পারফেক্ট এবং টেস্টও দারুণ।,1
পারফেক্ট স্বাদ ও লুক এসেছে।,1
মনে হচ্ছে খুব সুস্বাদু আমারও খেতে ইচ্ছে করছে।,1
আপু অসাধারন মিসটি বানালেন আপনাকে ধন্যবাদ,1
মাসাআল্লাহ  অসাধারণ হয়েছে মালাই চমছম,1
আপু আপনার মজার ক্ষীর দারুন ভাল লেগেছে।,1
আপু তোমার পায়েস রান্নাটা খুব লোভনীয় হয়েছে,1
"মাশাল্লাহ অনেক বেশি সুন্দর আর মজাদার 
লাগছে",1
খেতে না পারলেও দেখেই স্বাদ অনুভব করতে পারতেছি।‌,1
আপনার রান্না গুলোর প্রক্রিয়া খুবই পারফেক্ট।,1
আপু আমি কালকে তোমারটা দেখে রান্না করবো☺️,1
সত্যি আপু জিভে পানি এসে গেছে,1
টমেটো রেসিপিটা নিজের হাতে বানাই এই মাত্র টেস্ট করলাম। ভালোই লেগেছে।,1
দেখেতো মনে হছে অনেক সাদ হবে,1
এক কথায় অস্থির!!!  খেতে চাই।।।,1
মাত্র দেখে বানালাম।এক কথায় অসাধারণ হয়েছে।,1
সাবস্ক্রাইব করলাম এই প্রথম আপু খুব সহজ এবং মজাদার,1
সেইই রেসিপি আপু😍😍,1
বোরহানির  রংটা একদম পারফেক্ট হয়েছে। অনেক ভালো একটা রেসিপি শিখলাম।,1
"খুব ভালো লাগলো আপনার রেসিপি টা, অনন্যা অন্য গুলোর চেয়ে।",1
ধ্যনবাদ  আপু এতো সহজ ভাবে বোরহানি  রেসেপি  শেয়ার  করার জন্য,1
