Speech,Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
কোন সালাত দেওয়া হয় নাই,0,সালাত নাই, সালাত নাই,"['সালাত', 'নাই']","['সালাত', 'নাই']",2
খুব বেশি মসলা ও মশলা ব্যবহার করা হয়েছে।,0,মসলা ও মশলা কর হয়, মসলা ও মশলা করা হয়েছে,"['মসলা', 'ও', 'মশলা', 'করা', 'হয়েছে']","['মসলা', 'ও', 'মশলা', 'কর', 'হয়']",5
"সরিষার তেলে, ধনেপাতা আর শুকনো মরিচ বেশী করে দিয়ে মাখানো এটি। ঝাল ঝাল স্বাদ, মাংস, আলু ভর্তা কিংবা শুধু ভাত দিয়ে খেতেও ভালোই লেগেছে।",1,সরিষ তাল ধনেপা শুকনো মরিচ বেশী দিয়ে মাখানো ঝাল ঝাল স্বাদ মাংস আলু ভর্ ভাত দিয়ে খাত ভালো লাগ,সরিষার তেলে ধনেপা শুকনো মরিচ বেশী দিয়ে মাখানো ঝাল ঝাল স্বাদ মাংস আলু ভর্ ভাত দিয়ে খেতেও ভালোই লেগেছে,"['সরিষার', 'তেলে', 'ধনেপা', 'শুকনো', 'মরিচ', 'বেশী', 'দিয়ে', 'মাখানো', 'ঝাল', 'ঝাল', 'স্বাদ', 'মাংস', 'আলু', 'ভর্', 'ভাত', 'দিয়ে', 'খেতেও', 'ভালোই', 'লেগেছে']","['সরিষ', 'তাল', 'ধনেপা', 'শুকনো', 'মরিচ', 'বেশী', 'দিয়ে', 'মাখানো', 'ঝাল', 'ঝাল', 'স্বাদ', 'মাংস', 'আলু', 'ভর্', 'ভাত', 'দিয়ে', 'খাত', 'ভালো', 'লাগ']",19
পোলাও পরিমাণে মাঝারি ,2,পোলা পরিমাণে মাঝারি,পোলাও পরিমাণে মাঝারি,"['পোলাও', 'পরিমাণে', 'মাঝারি']","['পোলা', 'পরিমাণে', 'মাঝারি']",3
"ডিম পোলাওটা মুটামুটি ভালো ছিল, তবে এদের সালাদের মান একটুও ভালো না।",2,ডিম পোলাও মুটামু ভালো সালা মান একটু ভালো না,ডিম পোলাওটা মুটামু ভালো সালাদের মান একটুও ভালো না,"['ডিম', 'পোলাওটা', 'মুটামু', 'ভালো', 'সালাদের', 'মান', 'একটুও', 'ভালো', 'না']","['ডিম', 'পোলাও', 'মুটামু', 'ভালো', 'সালা', 'মান', 'একটু', 'ভালো', 'না']",9
সমুচা খুব খারাপ লেগেছে,0,সমুচা খারাপ লাগ,সমুচা খারাপ লেগেছে,"['সমুচা', 'খারাপ', 'লেগেছে']","['সমুচা', 'খারাপ', 'লাগ']",3
পায়েস আরও রান্না হলে ভালো হতো,2,পায়েস রান্না ভালো হত,পায়েস রান্না ভালো হতো,"['পায়েস', 'রান্না', 'ভালো', 'হতো']","['পায়েস', 'রান্না', 'ভালো', 'হত']",4
নিরামিষ পরিমাণে মাঝারি,2,নিরামিষ পরিমাণে মাঝারি,নিরামিষ পরিমাণে মাঝারি,"['নিরামিষ', 'পরিমাণে', 'মাঝারি']","['নিরামিষ', 'পরিমাণে', 'মাঝারি']",3
ভাজি তে লবণ বেশি,0,ভাজি তে লবণ বেশি,ভাজি তে লবণ বেশি,"['ভাজি', 'তে', 'লবণ', 'বেশি']","['ভাজি', 'তে', 'লবণ', 'বেশি']",4
সমুচা ভালো ছিল কিন্তু দামে বেশি,2,সমুচা ভালো দামে বেশি,সমুচা ভালো দামে বেশি,"['সমুচা', 'ভালো', 'দামে', 'বেশি']","['সমুচা', 'ভালো', 'দামে', 'বেশি']",4
আলু ভর্তা দাম অনুযায়ী মোটামুটি,2,আলু ভর্ দাম মোটামু,আলু ভর্ দাম মোটামুটি,"['আলু', 'ভর্', 'দাম', 'মোটামুটি']","['আলু', 'ভর্', 'দাম', 'মোটামু']",4
ভাঙ্গা ডিম দেয়াটা প্রতারণা,0,ভাঙ্গা ডিম দেয়া প্রতারণা,ভাঙ্গা ডিম দেয়া প্রতারণা,"['ভাঙ্গা', 'ডিম', 'দেয়া', 'প্রতারণা']","['ভাঙ্গা', 'ডিম', 'দেয়া', 'প্রতারণা']",4
ডাল মোটামটি ভালো,2,ডাল মোটাম ভালো,ডাল মোটামটি ভালো,"['ডাল', 'মোটামটি', 'ভালো']","['ডাল', 'মোটাম', 'ভালো']",3
আলু ভর্তা খুব ভালো লেগেছে,1,আলু ভর্ ভালো লাগ,আলু ভর্ ভালো লেগেছে,"['আলু', 'ভর্', 'ভালো', 'লেগেছে']","['আলু', 'ভর্', 'ভালো', 'লাগ']",4
"পোড়া পোড়া ফুচকার খোসা,টক আর দই গন্ধ।",0,পোড়া পোড়া ফুচক খোসা টক দই গন্ধ,পোড়া পোড়া ফুচকার খোসা টক দই গন্ধ,"['পোড়া', 'পোড়া', 'ফুচকার', 'খোসা', 'টক', 'দই', 'গন্ধ']","['পোড়া', 'পোড়া', 'ফুচক', 'খোসা', 'টক', 'দই', 'গন্ধ']",7
অর্ধেক কমেছে ডালের পরিমাণ! যা হতাশাজনক।,0,অর্ধেক কম ডাল পরিমাণ হতাশাজনক,অর্ধেক কমেছে ডালের পরিমাণ হতাশাজনক,"['অর্ধেক', 'কমেছে', 'ডালের', 'পরিমাণ', 'হতাশাজনক']","['অর্ধেক', 'কম', 'ডাল', 'পরিমাণ', 'হতাশাজনক']",5
কমলা একদম সেরা ,1,কমলা একদম সের,কমলা একদম সেরা,"['কমলা', 'একদম', 'সেরা']","['কমলা', 'একদম', 'সের']",3
"এখানে অনেক রকমের চা আছে আমি গুড়ের চা নিয়েছিলা। ১৫ টাকা করে পরিমান বেশ ভালো,",1,রকম চা গুড় চা নিয়েছিলা টাকা পরিমান ভালো, রকমের চা গুড়ের চা নিয়েছিলা টাকা পরিমান ভালো,"['রকমের', 'চা', 'গুড়ের', 'চা', 'নিয়েছিলা', 'টাকা', 'পরিমান', 'ভালো']","['রকম', 'চা', 'গুড়', 'চা', 'নিয়েছিলা', 'টাকা', 'পরিমান', 'ভালো']",8
সালাদ বাঁশি ছিলো। খাবারের স্বাদ ভালো ছিলো না।,0,সালাদ বাঁশি ছিলো খাবারের স্বাদ ভালো ছিলো না,সালাদ বাঁশি ছিলো খাবারের স্বাদ ভালো ছিলো না,"['সালাদ', 'বাঁশি', 'ছিলো', 'খাবারের', 'স্বাদ', 'ভালো', 'ছিলো', 'না']","['সালাদ', 'বাঁশি', 'ছিলো', 'খাবারের', 'স্বাদ', 'ভালো', 'ছিলো', 'না']",8
মাছের তরকারি টেস্ট খুবই বাজে,0,মাছ তরকারি টেস্ট খুব বাজে,মাছের তরকারি টেস্ট খুবই বাজে,"['মাছের', 'তরকারি', 'টেস্ট', 'খুবই', 'বাজে']","['মাছ', 'তরকারি', 'টেস্ট', 'খুব', 'বাজে']",5
সব কিছু ছিলো পারফেক্ট এবং টেস্টও দারুণ।,1,ছিলো পারফেক্ট টেস্ট দারুণ, ছিলো পারফেক্ট টেস্টও দারুণ,"['ছিলো', 'পারফেক্ট', 'টেস্টও', 'দারুণ']","['ছিলো', 'পারফেক্ট', 'টেস্ট', 'দারুণ']",4
সবচেয়ে খারাপ অভিজ্ঞতা হল আজ। এত বাজে কাচ্চি বিরিয়ানি হয়ত আর কেউ দেখেনি৷ আলু মার্কা কাচ্চি।,0,সবচ খারাপ অভিজ্ঞতা বাজে কাচ্চি বিরিয়ানি হয়ত দেখেনি আলু মার্কা কাচ্চি,সবচেয়ে খারাপ অভিজ্ঞতা বাজে কাচ্চি বিরিয়ানি হয়ত দেখেনি আলু মার্কা কাচ্চি,"['সবচেয়ে', 'খারাপ', 'অভিজ্ঞতা', 'বাজে', 'কাচ্চি', 'বিরিয়ানি', 'হয়ত', 'দেখেনি', 'আলু', 'মার্কা', 'কাচ্চি']","['সবচ', 'খারাপ', 'অভিজ্ঞতা', 'বাজে', 'কাচ্চি', 'বিরিয়ানি', 'হয়ত', 'দেখেনি', 'আলু', 'মার্কা', 'কাচ্চি']",11
পোলাও আর একটু হলে জমতো,2,পোলা একটু জম,পোলাও একটু জমতো,"['পোলাও', 'একটু', 'জমতো']","['পোলা', 'একটু', 'জম']",3
নিরামিষ স্বাদ খারাপ,0,নিরামিষ স্বাদ খারাপ,নিরামিষ স্বাদ খারাপ,"['নিরামিষ', 'স্বাদ', 'খারাপ']","['নিরামিষ', 'স্বাদ', 'খারাপ']",3
আপু তোমার পায়েস রান্নাটা খুব লোভনীয় হয়েছে,1,আপু পায়েস রান্না লোভনীয় হয়,আপু পায়েস রান্না লোভনীয় হয়েছে,"['আপু', 'পায়েস', 'রান্না', 'লোভনীয়', 'হয়েছে']","['আপু', 'পায়েস', 'রান্না', 'লোভনীয়', 'হয়']",5
,1,nan,nan,['nan'],['nan'],1
মশলা বেশি হইলেও খুব টেস্ট হইছে খাবার,1,মশলা হইলেও টেস্ট হই খাবা,মশলা হইলেও টেস্ট হইছে খাবার,"['মশলা', 'হইলেও', 'টেস্ট', 'হইছে', 'খাবার']","['মশলা', 'হইলেও', 'টেস্ট', 'হই', 'খাবা']",5
টেস্ট- চাপ দুইটা অসাধারণ ছিল।,1,টেস্ট চাপ দুই অসাধারণ ছিল,টেস্ট চাপ দুইটা অসাধারণ ছিল,"['টেস্ট', 'চাপ', 'দুইটা', 'অসাধারণ', 'ছিল']","['টেস্ট', 'চাপ', 'দুই', 'অসাধারণ', 'ছিল']",5
"চিকেনের চেয়ে পেয়াজের আধিক্য বেশী,স্বাদেও তাই স্বাভাবিকভাবে পেয়াজের সুইটনেসরই প্রাধান্য। ভেতরের এটি মোটামুটি হলেও পেটিসের প্রতি পরতের মচমচে ভাবের জন্যই এটি মোটামুটি ভালোই লাগে।",2,চিকেনের চায় পেয়াজ আধিক্য বেশী স্বাদে স্বাভাবিকভাবে পেয়াজ সুইটনেসরই প্রাধান্য ভেতর মোটামু পেটিস পরত মচমচে ভাব জন্য মোটামু ভালো লাগে,চিকেনের চেয়ে পেয়াজের আধিক্য বেশী স্বাদেও স্বাভাবিকভাবে পেয়াজের সুইটনেসরই প্রাধান্য ভেতরের মোটামু পেটিসের পরতের মচমচে ভাবের জন্যই মোটামু ভালোই লাগে,"['চিকেনের', 'চেয়ে', 'পেয়াজের', 'আধিক্য', 'বেশী', 'স্বাদেও', 'স্বাভাবিকভাবে', 'পেয়াজের', 'সুইটনেসরই', 'প্রাধান্য', 'ভেতরের', 'মোটামু', 'পেটিসের', 'পরতের', 'মচমচে', 'ভাবের', 'জন্যই', 'মোটামু', 'ভালোই', 'লাগে']","['চিকেনের', 'চায়', 'পেয়াজ', 'আধিক্য', 'বেশী', 'স্বাদে', 'স্বাভাবিকভাবে', 'পেয়াজ', 'সুইটনেসরই', 'প্রাধান্য', 'ভেতর', 'মোটামু', 'পেটিস', 'পরত', 'মচমচে', 'ভাব', 'জন্য', 'মোটামু', 'ভালো', 'লাগে']",20
খাবার দারুণ ছিল। আলহামদুলিল্লাহ,1,খা দারুণ আলহামদুলিল্লাহ,খা দারুণ আলহামদুলিল্লাহ,"['খা', 'দারুণ', 'আলহামদুলিল্লাহ']","['খা', 'দারুণ', 'আলহামদুলিল্লাহ']",3
সমুচা দাম অনুযায়ী মোটামুটি,2,সমুচা দাম মোটামু,সমুচা দাম মোটামুটি,"['সমুচা', 'দাম', 'মোটামুটি']","['সমুচা', 'দাম', 'মোটামু']",3
"খুব খারাপ, টক হওয়ায় আমি মিষ্টি বদলাতে গিয়েছিলাম তারা আমার সাথে খারাপ ব্যবহার করেছে।",0,খারাপ টক মিষ্ বদলা গিয়েছি সাথে খারাপ কর, খারাপ টক মিষ্ বদলাতে গিয়েছিলাম সাথে খারাপ করেছে,"['খারাপ', 'টক', 'মিষ্', 'বদলাতে', 'গিয়েছিলাম', 'সাথে', 'খারাপ', 'করেছে']","['খারাপ', 'টক', 'মিষ্', 'বদলা', 'গিয়েছি', 'সাথে', 'খারাপ', 'কর']",8
মাছের তরকারি কোয়ান্টিটি অনেক ,1,মাছ তরকারি কোয়ান্ অনেক,মাছের তরকারি কোয়ান্টি অনেক,"['মাছের', 'তরকারি', 'কোয়ান্টি', 'অনেক']","['মাছ', 'তরকারি', 'কোয়ান্', 'অনেক']",4
ডিমের তরকারি আর আরেক্টু বাড়ালে জমতো,2,ডিম তরকারি আরেক্টু বাড়ালে জম,ডিমের তরকারি আরেক্টু বাড়ালে জমতো,"['ডিমের', 'তরকারি', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['ডিম', 'তরকারি', 'আরেক্টু', 'বাড়ালে', 'জম']",5
পরিমাণে অনেক কম দিয়েছে।টাকা তো টিকি নিল,0,পরিমাণে কম দিয় টাকা টি নিল,পরিমাণে কম দিয়েছে টাকা টি নিল,"['পরিমাণে', 'কম', 'দিয়েছে', 'টাকা', 'টি', 'নিল']","['পরিমাণে', 'কম', 'দিয়', 'টাকা', 'টি', 'নিল']",6
পার্সেলে মাংসের টুকরা বেছে বেছে সবচেয়ে ছোটো দিসে। কাচ্চির টেস্ট একেবারে এভারেজ। দাম একটু কম বলেই এমন মনে হয়।,0,পার্সেল মাংস টুক বেছ বেছ সবচেয়ে ছোটো দি কাচ্চির টেস্ট একেবারে এভারেজ দাম একটু কম বলে হয়,পার্সেলে মাংসের টুকরা বেছে বেছে সবচেয়ে ছোটো দি কাচ্চির টেস্ট একেবারে এভারেজ দাম একটু কম বলেই হয়,"['পার্সেলে', 'মাংসের', 'টুকরা', 'বেছে', 'বেছে', 'সবচেয়ে', 'ছোটো', 'দি', 'কাচ্চির', 'টেস্ট', 'একেবারে', 'এভারেজ', 'দাম', 'একটু', 'কম', 'বলেই', 'হয়']","['পার্সেল', 'মাংস', 'টুক', 'বেছ', 'বেছ', 'সবচেয়ে', 'ছোটো', 'দি', 'কাচ্চির', 'টেস্ট', 'একেবারে', 'এভারেজ', 'দাম', 'একটু', 'কম', 'বলে', 'হয়']",17
ভাত খেতে মুটামুটি,2,ভাত খেত মুটামু,ভাত খেতে মুটামুটি,"['ভাত', 'খেতে', 'মুটামুটি']","['ভাত', 'খেত', 'মুটামু']",3
পায়েস পরিমানে অনেক কম,0,পায়েস পরিমানে কম,পায়েস পরিমানে কম,"['পায়েস', 'পরিমানে', 'কম']","['পায়েস', 'পরিমানে', 'কম']",3
অফার দিলে ওনারা মাংসের পরিমাণ কমিয়ে দেয়। রেগুলার মাংসর থেকে হাড়ের পরিমাণ বেশি থাকে।,0,অফ দিলে ওনারা মাংস পরিমাণ কমিয়ে রেগুল মাংসর হাড় পরিমাণ থাক,অফার দিলে ওনারা মাংসের পরিমাণ কমিয়ে রেগুলার মাংসর হাড়ের পরিমাণ থাকে,"['অফার', 'দিলে', 'ওনারা', 'মাংসের', 'পরিমাণ', 'কমিয়ে', 'রেগুলার', 'মাংসর', 'হাড়ের', 'পরিমাণ', 'থাকে']","['অফ', 'দিলে', 'ওনারা', 'মাংস', 'পরিমাণ', 'কমিয়ে', 'রেগুল', 'মাংসর', 'হাড়', 'পরিমাণ', 'থাক']",11
ডাল আর একটু হলে জমে যেত,2,ডাল একটু জমে যেত,ডাল একটু জমে যেত,"['ডাল', 'একটু', 'জমে', 'যেত']","['ডাল', 'একটু', 'জমে', 'যেত']",4
কাবাব আর আরেক্টু বাড়ালে জমতো,2,কাবাব আরেক্টু বাড়ালে জম,কাবাব আরেক্টু বাড়ালে জমতো,"['কাবাব', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['কাবাব', 'আরেক্টু', 'বাড়ালে', 'জম']",4
মাংস আর আরেক্টু বাড়ালে জমতো,2,মাংস আরেক্টু বাড়ালে জম,মাংস আরেক্টু বাড়ালে জমতো,"['মাংস', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['মাংস', 'আরেক্টু', 'বাড়ালে', 'জম']",4
খাচ্ছি টা ভালো ছিল না. মাংসটা চাবানো যাচ্ছিল না এত শক্তি ছিল.,0,খাচ্ ভালো না মাংস চাবানো যাচ্ না শক্তি ছিল,খাচ্ছি ভালো না মাংসটা চাবানো যাচ্ না শক্তি ছিল,"['খাচ্ছি', 'ভালো', 'না', 'মাংসটা', 'চাবানো', 'যাচ্', 'না', 'শক্তি', 'ছিল']","['খাচ্', 'ভালো', 'না', 'মাংস', 'চাবানো', 'যাচ্', 'না', 'শক্তি', 'ছিল']",9
নিরামিষ খেতে মুটামুটি ,2,নিরামিষ খেত মুটামু,নিরামিষ খেতে মুটামুটি,"['নিরামিষ', 'খেতে', 'মুটামুটি']","['নিরামিষ', 'খেত', 'মুটামু']",3
"কোয়ালিটি ভালো ছিল, তবে ফ্রি কোক হলে ভালো হতো",2,কোয়া ভালো ফ্রি কোক ভালো হত,কোয়ালি ভালো ফ্রি কোক ভালো হতো,"['কোয়ালি', 'ভালো', 'ফ্রি', 'কোক', 'ভালো', 'হতো']","['কোয়া', 'ভালো', 'ফ্রি', 'কোক', 'ভালো', 'হত']",6
ভাল ছিল,1,ভাল ছিল,ভাল ছিল,"['ভাল', 'ছিল']","['ভাল', 'ছিল']",2
"হোমমেড চাউমিনের এক স্বাদ পেয়েছি তাদের চাউ বক্সে। লম্বা লম্বা করে কাটা চিকেনের সাথে টমেটো, ক্যাপসিকাম আর নানা রকমের ভেজে ভরপুর এ চাউমিনে। তেল কিংবা ঝাল কোনটিই অতিরিক্ত না। একদম ঠিকঠাক। চিকেনটা বেশ সুস্বাদু আর ফ্লেভারফুল, আলাদা করে নানা মশলায় রান্না করে নেওয়ায় হয়তো। সবমিলিয়ে ভালোই।",1,হোমমেড চাউমিন এক স্বাদ পেয়েছি চাউ বক্ লম্বা লম্বা কা চিকেনের সাথে টমেটো ক্যাপসিকাম রকম ভাজ ভরপুর চাউমিনে তেল ঝাল কোন অতিরিক্ত না একদম ঠিকঠাক চিকেনটা সুস্বা ফ্লেভারফুল আলাদা মশলায় রান্না নেওয়ায় হয় সবমিলা ভালো,হোমমেড চাউমিনের এক স্বাদ পেয়েছি চাউ বক্ লম্বা লম্বা কা চিকেনের সাথে টমেটো ক্যাপসিকাম রকমের ভেজে ভরপুর চাউমিনে তেল ঝাল কোনটিই অতিরিক্ত না একদম ঠিকঠাক চিকেনটা সুস্বা ফ্লেভারফুল আলাদা মশলায় রান্না নেওয়ায় হয়তো সবমিলিয়ে ভালোই,"['হোমমেড', 'চাউমিনের', 'এক', 'স্বাদ', 'পেয়েছি', 'চাউ', 'বক্', 'লম্বা', 'লম্বা', 'কা', 'চিকেনের', 'সাথে', 'টমেটো', 'ক্যাপসিকাম', 'রকমের', 'ভেজে', 'ভরপুর', 'চাউমিনে', 'তেল', 'ঝাল', 'কোনটিই', 'অতিরিক্ত', 'না', 'একদম', 'ঠিকঠাক', 'চিকেনটা', 'সুস্বা', 'ফ্লেভারফুল', 'আলাদা', 'মশলায়', 'রান্না', 'নেওয়ায়', 'হয়তো', 'সবমিলিয়ে', 'ভালোই']","['হোমমেড', 'চাউমিন', 'এক', 'স্বাদ', 'পেয়েছি', 'চাউ', 'বক্', 'লম্বা', 'লম্বা', 'কা', 'চিকেনের', 'সাথে', 'টমেটো', 'ক্যাপসিকাম', 'রকম', 'ভাজ', 'ভরপুর', 'চাউমিনে', 'তেল', 'ঝাল', 'কোন', 'অতিরিক্ত', 'না', 'একদম', 'ঠিকঠাক', 'চিকেনটা', 'সুস্বা', 'ফ্লেভারফুল', 'আলাদা', 'মশলায়', 'রান্না', 'নেওয়ায়', 'হয়', 'সবমিলা', 'ভালো']",35
রোস্ট আর একটু হলে জমতো,2,রোস্ট একটু জম,রোস্ট একটু জমতো,"['রোস্ট', 'একটু', 'জমতো']","['রোস্ট', 'একটু', 'জম']",3
"গতকাল শুটকি ভর্তা খেয়েছিলাম, খুব ঝাল",0,গতকাল শুটকি ভর্ খেয়েছি ঝাল,গতকাল শুটকি ভর্ খেয়েছিলাম ঝাল,"['গতকাল', 'শুটকি', 'ভর্', 'খেয়েছিলাম', 'ঝাল']","['গতকাল', 'শুটকি', 'ভর্', 'খেয়েছি', 'ঝাল']",5
এই খাবারটা ৬০ টাকা কিভাবে হয়! কস্ট করে বাইরে গেলে ১৫ টাকা তেই হয়ে যায়,0,খাবারটা টাকা কি কস্ট বাইরে টাকা তেই হয় যায়, খাবারটা টাকা কি কস্ট বাইরে টাকা তেই হয়ে যায়,"['খাবারটা', 'টাকা', 'কি', 'কস্ট', 'বাইরে', 'টাকা', 'তেই', 'হয়ে', 'যায়']","['খাবারটা', 'টাকা', 'কি', 'কস্ট', 'বাইরে', 'টাকা', 'তেই', 'হয়', 'যায়']",9
সবজি আরও বেশি দরকার,2,সবজি দরক,সবজি দরকার,"['সবজি', 'দরকার']","['সবজি', 'দরক']",2
"বলার কিছু নাই, ওয়েস্ট অফ মানি",0,বল ওয়েস্ট অফ মানি,বলার ওয়েস্ট অফ মানি,"['বলার', 'ওয়েস্ট', 'অফ', 'মানি']","['বল', 'ওয়েস্ট', 'অফ', 'মানি']",4
পোলাও খুব খারাপ লেগেছে,0,পোলা খারাপ লাগ,পোলাও খারাপ লেগেছে,"['পোলাও', 'খারাপ', 'লেগেছে']","['পোলা', 'খারাপ', 'লাগ']",3
বিরিয়ানির স্বাদ মোটামুটি ছিল। এবং কাবাব পুরানো ছিল। আমি এটা খেতে পছন্দ করিনি,2,বিরিয়ানির স্বাদ মোটামু কাবাব পুরানো খেত পছন্দ নি,বিরিয়ানির স্বাদ মোটামু কাবাব পুরানো খেতে পছন্দ নি,"['বিরিয়ানির', 'স্বাদ', 'মোটামু', 'কাবাব', 'পুরানো', 'খেতে', 'পছন্দ', 'নি']","['বিরিয়ানির', 'স্বাদ', 'মোটামু', 'কাবাব', 'পুরানো', 'খেত', 'পছন্দ', 'নি']",8
মোটা মামার ভেলপুরি+পানিপুরি খিলগাও এর মধ্যে বেস্ট এক কথায় 😷,1,মো মামা ভেলপুরি পানিপুরি খিলগা বেস্ট এক কথায়,মো মামার ভেলপুরি পানিপুরি খিলগাও বেস্ট এক কথায়,"['মো', 'মামার', 'ভেলপুরি', 'পানিপুরি', 'খিলগাও', 'বেস্ট', 'এক', 'কথায়']","['মো', 'মামা', 'ভেলপুরি', 'পানিপুরি', 'খিলগা', 'বেস্ট', 'এক', 'কথায়']",8
কাচ্চি খুব খারাপ লেগেছে,0,কাচ্চি খারাপ লাগ,কাচ্চি খারাপ লেগেছে,"['কাচ্চি', 'খারাপ', 'লেগেছে']","['কাচ্চি', 'খারাপ', 'লাগ']",3
খুবি খারাপ ছিল।বাসি খাবার।কোন টেস্ট ছিলনা কাচা পিয়াজ দিয়েছিল উপরে যেটা আরো খারাপ লেগেছে।বাসি ফ্রেঞ্চ ফ্রাই ছিল।টেস্ট এর কোন কম্বিনেশনই ছিল না।,0,খুবি খারাপ বাসি খা টেস্ট ছিলনা কাচা পিয়াজ দিয়ে যে আরো খারাপ বাসি ফ্রেঞ্চ ফ্রা টেস্ট কম্বিনেশন না,খুবি খারাপ বাসি খা টেস্ট ছিলনা কাচা পিয়াজ দিয়ে যে আরো খারাপ বাসি ফ্রেঞ্চ ফ্রাই টেস্ট কম্বিনেশনই না,"['খুবি', 'খারাপ', 'বাসি', 'খা', 'টেস্ট', 'ছিলনা', 'কাচা', 'পিয়াজ', 'দিয়ে', 'যে', 'আরো', 'খারাপ', 'বাসি', 'ফ্রেঞ্চ', 'ফ্রাই', 'টেস্ট', 'কম্বিনেশনই', 'না']","['খুবি', 'খারাপ', 'বাসি', 'খা', 'টেস্ট', 'ছিলনা', 'কাচা', 'পিয়াজ', 'দিয়ে', 'যে', 'আরো', 'খারাপ', 'বাসি', 'ফ্রেঞ্চ', 'ফ্রা', 'টেস্ট', 'কম্বিনেশন', 'না']",18
কাচ্চি ভালো ছিল কিন্তু দামে বেশি,2,কাচ্চি ভালো দামে বেশি,কাচ্চি ভালো দামে বেশি,"['কাচ্চি', 'ভালো', 'দামে', 'বেশি']","['কাচ্চি', 'ভালো', 'দামে', 'বেশি']",4
কাচ্চি খাওয়ার মত না,0,কাচ্চি খাওয় মত না,কাচ্চি খাওয়ার মত না,"['কাচ্চি', 'খাওয়ার', 'মত', 'না']","['কাচ্চি', 'খাওয়', 'মত', 'না']",4
রোস্ট দুর্গন্ধযুক্ত,0,রোস্ট দুর্গন্ধযুক্ত,রোস্ট দুর্গন্ধযুক্ত,"['রোস্ট', 'দুর্গন্ধযুক্ত']","['রোস্ট', 'দুর্গন্ধযুক্ত']",2
কমলা তুলনা মূলক ভাবে কম,2,কমলা তুলনা মূলক কম,কমলা তুলনা মূলক কম,"['কমলা', 'তুলনা', 'মূলক', 'কম']","['কমলা', 'তুলনা', 'মূলক', 'কম']",4
পায়েস খেতে খুব খারাপ ,0,পায়েস খেত খারাপ,পায়েস খেতে খারাপ,"['পায়েস', 'খেতে', 'খারাপ']","['পায়েস', 'খেত', 'খারাপ']",3
"আপি,খুব সু্ন্দর কালার হয়েছে,আর আপনার রান্নাটাও খুব পরিপাটি",1,আপি সু্ন্দর কালা হয় রান্না পরিপা,আপি সু্ন্দর কালার হয়েছে রান্নাটাও পরিপাটি,"['আপি', 'সু্ন্দর', 'কালার', 'হয়েছে', 'রান্নাটাও', 'পরিপাটি']","['আপি', 'সু্ন্দর', 'কালা', 'হয়', 'রান্না', 'পরিপা']",6
পায়েস ভালো ছিল কিন্তু দামে বেশি,2,পায়েস ভালো দামে বেশি,পায়েস ভালো দামে বেশি,"['পায়েস', 'ভালো', 'দামে', 'বেশি']","['পায়েস', 'ভালো', 'দামে', 'বেশি']",4
কমলা আর একটু হলে জমতো,2,কমলা একটু জম,কমলা একটু জমতো,"['কমলা', 'একটু', 'জমতো']","['কমলা', 'একটু', 'জম']",3
"ডেইলি খাবার ব্যাকাপ দিচ্ছে, সেই স্বাদ খাবারের",1,ডেই খা ব্যাকাপ দেয় স্বাদ খাবারের,ডেইলি খা ব্যাকাপ দিচ্ছে স্বাদ খাবারের,"['ডেইলি', 'খা', 'ব্যাকাপ', 'দিচ্ছে', 'স্বাদ', 'খাবারের']","['ডেই', 'খা', 'ব্যাকাপ', 'দেয়', 'স্বাদ', 'খাবারের']",6
খাবারটা অনেক বাজে ছিলো! পোকাও পাইছিলাম খাবারে আমি! এইটা কখনোই চিকেন বিরিয়ানি হতেই পারেনা! ডিম ঝুল কিছুই ছিলো না!,0,খাবারটা বাজে ছিলো পোকা পাইছি খাবারে এই কখনো চি বিরিয়ানি পারেনা ডিম ঝুল ছিলো না,খাবারটা বাজে ছিলো পোকাও পাইছিলাম খাবারে এইটা কখনোই চি বিরিয়ানি পারেনা ডিম ঝুল ছিলো না,"['খাবারটা', 'বাজে', 'ছিলো', 'পোকাও', 'পাইছিলাম', 'খাবারে', 'এইটা', 'কখনোই', 'চি', 'বিরিয়ানি', 'পারেনা', 'ডিম', 'ঝুল', 'ছিলো', 'না']","['খাবারটা', 'বাজে', 'ছিলো', 'পোকা', 'পাইছি', 'খাবারে', 'এই', 'কখনো', 'চি', 'বিরিয়ানি', 'পারেনা', 'ডিম', 'ঝুল', 'ছিলো', 'না']",15
সবজি এভারেজ লেগেছ,2,সবজি এভারেজ লাগ,সবজি এভারেজ লেগেছ,"['সবজি', 'এভারেজ', 'লেগেছ']","['সবজি', 'এভারেজ', 'লাগ']",3
"একদম পায়খানার মত টেস্ট, এত টেস্টলেস খাবার কোনোদিন খাই নি",0,একদম পায়খ মত টেস্ট টেস্টলেস খা কোনো খাই নি,একদম পায়খানার মত টেস্ট টেস্টলেস খা কোনো খাই নি,"['একদম', 'পায়খানার', 'মত', 'টেস্ট', 'টেস্টলেস', 'খা', 'কোনো', 'খাই', 'নি']","['একদম', 'পায়খ', 'মত', 'টেস্ট', 'টেস্টলেস', 'খা', 'কোনো', 'খাই', 'নি']",9
