Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
0.0,খাবারের মান খুব বাজে ক্ষুধা লাগে তাইলে কোন্ম পেট ভরা পার কিন্ত দাম কোয়ালি আকাশ পাতাল পার্থক্য,খাবারের মান খুবই বাজে ক্ষুধা লাগে তাইলে কোন্মতে পেট ভরাতে পারবেন কিন্ত দাম কোয়ালিটির আকাশ পাতাল পার্থক্য,"['খাবারের', 'মান', 'খুবই', 'বাজে', 'ক্ষুধা', 'লাগে', 'তাইলে', 'কোন্মতে', 'পেট', 'ভরাতে', 'পারবেন', 'কিন্ত', 'দাম', 'কোয়ালিটির', 'আকাশ', 'পাতাল', 'পার্থক্য']","['খাবারের', 'মান', 'খুব', 'বাজে', 'ক্ষুধা', 'লাগে', 'তাইলে', 'কোন্ম', 'পেট', 'ভরা', 'পার', 'কিন্ত', 'দাম', 'কোয়ালি', 'আকাশ', 'পাতাল', 'পার্থক্য']",17
1.0,মোরগ পোলা অর্ড করেছি ভাল ছিল,মোরগ পোলাও অর্ডার করেছিলাম ভাল ছিল,"['মোরগ', 'পোলাও', 'অর্ডার', 'করেছিলাম', 'ভাল', 'ছিল']","['মোরগ', 'পোলা', 'অর্ড', 'করেছি', 'ভাল', 'ছিল']",6
1.0,টমেটো রেসিপি হাত বা টেস্ট কর ভালো লাগ,টমেটো রেসিপি হাতে বা টেস্ট করলাম ভালোই লেগেছে,"['টমেটো', 'রেসিপি', 'হাতে', 'বা', 'টেস্ট', 'করলাম', 'ভালোই', 'লেগেছে']","['টমেটো', 'রেসিপি', 'হাত', 'বা', 'টেস্ট', 'কর', 'ভালো', 'লাগ']",8
1.0,বানিয়ে পরি পছন্দ কর, বানিয়েছি পরি পছন্দ করছে,"['বানিয়েছি', 'পরি', 'পছন্দ', 'করছে']","['বানিয়ে', 'পরি', 'পছন্দ', 'কর']",4
1.0,খা ফ্রেশ গরম সাথে প্রাণ সস,খা ফ্রেশ গরম সাথে প্রাণ সস,"['খা', 'ফ্রেশ', 'গরম', 'সাথে', 'প্রাণ', 'সস']","['খা', 'ফ্রেশ', 'গরম', 'সাথে', 'প্রাণ', 'সস']",6
1.0,খাবারের মান ভাল,খাবারের মান ভাল,"['খাবারের', 'মান', 'ভাল']","['খাবারের', 'মান', 'ভাল']",3
2.0,এক পাইপ পারত বা মোটামু ভালো,একটা পাইপ পারত বা মোটামু ভালো,"['একটা', 'পাইপ', 'পারত', 'বা', 'মোটামু', 'ভালো']","['এক', 'পাইপ', 'পারত', 'বা', 'মোটামু', 'ভালো']",6
0.0,স্পেশাল বিরিয়ানি চি বিরিয়ানি পার্থক্য বিরিয়ানি একইরকম শুধু স্পেশালে আলাদা এক চি মাসালা খাবারের টেস্ট ভালো ছিল,স্পেশাল বিরিয়ানি চি বিরিয়ানি পার্থক্য বিরিয়ানিই একইরকম শুধু স্পেশালে আলাদা একটা চি মাসালা খাবারের টেস্ট ভালো ছিল,"['স্পেশাল', 'বিরিয়ানি', 'চি', 'বিরিয়ানি', 'পার্থক্য', 'বিরিয়ানিই', 'একইরকম', 'শুধু', 'স্পেশালে', 'আলাদা', 'একটা', 'চি', 'মাসালা', 'খাবারের', 'টেস্ট', 'ভালো', 'ছিল']","['স্পেশাল', 'বিরিয়ানি', 'চি', 'বিরিয়ানি', 'পার্থক্য', 'বিরিয়ানি', 'একইরকম', 'শুধু', 'স্পেশালে', 'আলাদা', 'এক', 'চি', 'মাসালা', 'খাবারের', 'টেস্ট', 'ভালো', 'ছিল']",17
1.0,হাঁস চায় ঝোলঝোল দেশী মুরগী স্ একটু বেশী ভালো লাগ,হাঁসের চেয়ে ঝোলঝোল দেশী মুরগী স্ একটু বেশী ভালো লেগেছে,"['হাঁসের', 'চেয়ে', 'ঝোলঝোল', 'দেশী', 'মুরগী', 'স্', 'একটু', 'বেশী', 'ভালো', 'লেগেছে']","['হাঁস', 'চায়', 'ঝোলঝোল', 'দেশী', 'মুরগী', 'স্', 'একটু', 'বেশী', 'ভালো', 'লাগ']",10
2.0,বাসমতি কাচ্চি চাল আরেকটু সস স্বাদ ভালো হত মশলা অনুপস্থিত হয়,বাসমতি কাচ্চি চাল আরেকটু সস স্বাদ ভালো হতো মশলা অনুপস্থিত হয়,"['বাসমতি', 'কাচ্চি', 'চাল', 'আরেকটু', 'সস', 'স্বাদ', 'ভালো', 'হতো', 'মশলা', 'অনুপস্থিত', 'হয়']","['বাসমতি', 'কাচ্চি', 'চাল', 'আরেকটু', 'সস', 'স্বাদ', 'ভালো', 'হত', 'মশলা', 'অনুপস্থিত', 'হয়']",11
0.0,খাবারে গন্ধ ছিল,খাবারে গন্ধ ছিল,"['খাবারে', 'গন্ধ', 'ছিল']","['খাবারে', 'গন্ধ', 'ছিল']",3
0.0,খা খারাপ আক্ষরিক অর্থে পোরো তৈলাক্ত ডাল জঘন্য,খা খারাপ আক্ষরিক অর্থে পোরো তৈলাক্ত ডাল জঘন্য,"['খা', 'খারাপ', 'আক্ষরিক', 'অর্থে', 'পোরো', 'তৈলাক্ত', 'ডাল', 'জঘন্য']","['খা', 'খারাপ', 'আক্ষরিক', 'অর্থে', 'পোরো', 'তৈলাক্ত', 'ডাল', 'জঘন্য']",8
2.0,কাচ্চি মুটামু ভালো,কাচ্চি মুটামু ভালো,"['কাচ্চি', 'মুটামু', 'ভালো']","['কাচ্চি', 'মুটামু', 'ভালো']",3
2.0,পোলা খেত মুটামু,পোলাও খেতে মুটামুটি,"['পোলাও', 'খেতে', 'মুটামুটি']","['পোলা', 'খেত', 'মুটামু']",3
0.0,ফার্ম মুরগির রান হাড় ছাড়া মাংস টুকরো তেল লবণ ও অন্যান্য মসলা ছাড়া হলুদ দিয়ে মাংস সিদ্ধ হলু কাঁচা গন্ধ পরো কাঁচা পরো আরেকটু ভাজলে ভালো হত বুঝি না এত দাম দিয়ে টাকা বিস্বাদ খা খায় প্যাকেজিং সুন্দর খা সুস্বা হওয়া দরক,ফার্মের মুরগির রানের হাড় ছাড়া মাংস টুকরো তেল লবণ ও অন্যান্য মসলা ছাড়া হলুদ দিয়ে মাংস সিদ্ধ হলুদের কাঁচা গন্ধ পরোটাও কাঁচা পরো আরেকটু ভাজলে ভালো হতো বুঝি না এতো দাম দিয়ে টাকা বিস্বাদ খা খায় প্যাকেজিং সুন্দর খা সুস্বা হওয়া দরকার,"['ফার্মের', 'মুরগির', 'রানের', 'হাড়', 'ছাড়া', 'মাংস', 'টুকরো', 'তেল', 'লবণ', 'ও', 'অন্যান্য', 'মসলা', 'ছাড়া', 'হলুদ', 'দিয়ে', 'মাংস', 'সিদ্ধ', 'হলুদের', 'কাঁচা', 'গন্ধ', 'পরোটাও', 'কাঁচা', 'পরো', 'আরেকটু', 'ভাজলে', 'ভালো', 'হতো', 'বুঝি', 'না', 'এতো', 'দাম', 'দিয়ে', 'টাকা', 'বিস্বাদ', 'খা', 'খায়', 'প্যাকেজিং', 'সুন্দর', 'খা', 'সুস্বা', 'হওয়া', 'দরকার']","['ফার্ম', 'মুরগির', 'রান', 'হাড়', 'ছাড়া', 'মাংস', 'টুকরো', 'তেল', 'লবণ', 'ও', 'অন্যান্য', 'মসলা', 'ছাড়া', 'হলুদ', 'দিয়ে', 'মাংস', 'সিদ্ধ', 'হলু', 'কাঁচা', 'গন্ধ', 'পরো', 'কাঁচা', 'পরো', 'আরেকটু', 'ভাজলে', 'ভালো', 'হত', 'বুঝি', 'না', 'এত', 'দাম', 'দিয়ে', 'টাকা', 'বিস্বাদ', 'খা', 'খায়', 'প্যাকেজিং', 'সুন্দর', 'খা', 'সুস্বা', 'হওয়া', 'দরক']",42
2.0,বার্গার মুটামু ভালো,বার্গার মুটামু ভালো,"['বার্গার', 'মুটামু', 'ভালো']","['বার্গার', 'মুটামু', 'ভালো']",3
0.0,স্ ভালো না কম পরিমাণে,স্ ভালো না কম পরিমাণে,"['স্', 'ভালো', 'না', 'কম', 'পরিমাণে']","['স্', 'ভালো', 'না', 'কম', 'পরিমাণে']",5
1.0,না খাইলে বুঝ না টেস্ট কম প্রাইসে ভাল খাবা,না খাইলে বুঝবেন না টেস্ট কম প্রাইসে ভাল খাবার,"['না', 'খাইলে', 'বুঝবেন', 'না', 'টেস্ট', 'কম', 'প্রাইসে', 'ভাল', 'খাবার']","['না', 'খাইলে', 'বুঝ', 'না', 'টেস্ট', 'কম', 'প্রাইসে', 'ভাল', 'খাবা']",9
1.0,চমৎক চা,চমৎকার চা,"['চমৎকার', 'চা']","['চমৎক', 'চা']",2
0.0,একদম বাজে খা স্বাদ নেই,একদম বাজে খা স্বাদ নেই,"['একদম', 'বাজে', 'খা', 'স্বাদ', 'নেই']","['একদম', 'বাজে', 'খা', 'স্বাদ', 'নেই']",5
2.0,পায়েস আরেক্টু বাড়ালে জম,পায়েস আরেক্টু বাড়ালে জমতো,"['পায়েস', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['পায়েস', 'আরেক্টু', 'বাড়ালে', 'জম']",4
1.0,থিক ক্রাস্ট পিজ্জা একদম চিজে ভরপুর পিজ্জায় কামড় দিতে চিজ আধিক্য ভালো লাগা ফ্লেভারফুল চিকেনের পরিমাণ মাশরুম ভালো পরিমাণে দেওয়া,থিক ক্রাস্টের পিজ্জা একদম চিজে ভরপুর পিজ্জায় কামড় দিতেই চিজের আধিক্যটি ভালো লাগার ফ্লেভারফুল চিকেনের পরিমাণ মাশরুমও ভালো পরিমাণে দেওয়া,"['থিক', 'ক্রাস্টের', 'পিজ্জা', 'একদম', 'চিজে', 'ভরপুর', 'পিজ্জায়', 'কামড়', 'দিতেই', 'চিজের', 'আধিক্যটি', 'ভালো', 'লাগার', 'ফ্লেভারফুল', 'চিকেনের', 'পরিমাণ', 'মাশরুমও', 'ভালো', 'পরিমাণে', 'দেওয়া']","['থিক', 'ক্রাস্ট', 'পিজ্জা', 'একদম', 'চিজে', 'ভরপুর', 'পিজ্জায়', 'কামড়', 'দিতে', 'চিজ', 'আধিক্য', 'ভালো', 'লাগা', 'ফ্লেভারফুল', 'চিকেনের', 'পরিমাণ', 'মাশরুম', 'ভালো', 'পরিমাণে', 'দেওয়া']",20
0.0,বাজে খা খাবারের টেস্ট না মরিচ গুড় দিয়ে বানানো বাজে, বাজে খা খাবারের টেস্ট না মরিচের গুড় দিয়ে বানানো বাজে,"['বাজে', 'খা', 'খাবারের', 'টেস্ট', 'না', 'মরিচের', 'গুড়', 'দিয়ে', 'বানানো', 'বাজে']","['বাজে', 'খা', 'খাবারের', 'টেস্ট', 'না', 'মরিচ', 'গুড়', 'দিয়ে', 'বানানো', 'বাজে']",10
2.0,পায়েস আরেক্টু বাড়ালে জম,পায়েস আরেক্টু বাড়ালে জমতো,"['পায়েস', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['পায়েস', 'আরেক্টু', 'বাড়ালে', 'জম']",4
2.0,সিংগা খেত মুটামু,সিংগারা খেতে মুটামুটি,"['সিংগারা', 'খেতে', 'মুটামুটি']","['সিংগা', 'খেত', 'মুটামু']",3
0.0,বস্তিপচা খা চাপ সিদ্ধ করেনা,বস্তিপচা খা চাপ সিদ্ধ করেনা,"['বস্তিপচা', 'খা', 'চাপ', 'সিদ্ধ', 'করেনা']","['বস্তিপচা', 'খা', 'চাপ', 'সিদ্ধ', 'করেনা']",5
0.0,খা মান আগ নিচে নাম গিয়,খা মান আগের নিচে নেমে গিয়েছে,"['খা', 'মান', 'আগের', 'নিচে', 'নেমে', 'গিয়েছে']","['খা', 'মান', 'আগ', 'নিচে', 'নাম', 'গিয়']",6
0.0,টমেটো ভর্ গন্ধ ছিলো মানে খাওয় না নেক্সট টাইম আশা করি ভালো সার্ভ পাবো,টমেটো ভর্ গন্ধ ছিলো মানে খাওয়ার না নেক্সট টাইম আশা করি ভালো সার্ভিস পাবো,"['টমেটো', 'ভর্', 'গন্ধ', 'ছিলো', 'মানে', 'খাওয়ার', 'না', 'নেক্সট', 'টাইম', 'আশা', 'করি', 'ভালো', 'সার্ভিস', 'পাবো']","['টমেটো', 'ভর্', 'গন্ধ', 'ছিলো', 'মানে', 'খাওয়', 'না', 'নেক্সট', 'টাইম', 'আশা', 'করি', 'ভালো', 'সার্ভ', 'পাবো']",14
0.0,পানি মিশানো ছিলো ফালুদা order করে ডেলিভারি মানুষ ফালুদা খায় পানি মিশা এন এসব কেমন কথা,পানি মিশানো ছিলো ফালুদা order করেছি ডেলিভারি মানুষ ফালুদা খেয়ে পানি মিশিয়ে এনেছে এসব কেমন কথা,"['পানি', 'মিশানো', 'ছিলো', 'ফালুদা', 'order', 'করেছি', 'ডেলিভারি', 'মানুষ', 'ফালুদা', 'খেয়ে', 'পানি', 'মিশিয়ে', 'এনেছে', 'এসব', 'কেমন', 'কথা']","['পানি', 'মিশানো', 'ছিলো', 'ফালুদা', 'order', 'করে', 'ডেলিভারি', 'মানুষ', 'ফালুদা', 'খায়', 'পানি', 'মিশা', 'এন', 'এসব', 'কেমন', 'কথা']",16
0.0,খা সম্পর্ বিন্দু ধারনা ভাত পরিমান শক্ত জীবনে প্রথমব তরকারি দেখ যে এরকম অদ্ভুতভাবে রান্না দেখ পদের সবজি বুট ডাল দিয়ে রান্না তাও চটপ মসলা আলুভর্ অর্ড করেছি যে ডেলিভারি দিয় সেটা আলুর চায় পেঁয়াজ গুন বুঝিনি ভর্ একমাত্র সিদ্ধ ডিম খাওয় মত অবস্থায় আল্লাহ হায়াত রাখ বেঁচে আছি তানা তরকারির গন্ধ শুকে মানুষ মরে জঘন্য কনসেপ্ট কি ব্যবসা আল্লাহ জানে, খা সম্পর্ বিন্দু ধারনা ভাত পরিমান শক্ত জীবনে প্রথমবার তরকারি দেখলাম যে এরকম অদ্ভুতভাবে রান্না দেখলাম পদের সবজি বুটের ডাল দিয়ে রান্না তাও চটপটির মসলা আলুভর্ অর্ডার করেছিলাম যে ডেলিভারি দিয়েছে সেটার আলুর চেয়ে পেঁয়াজ গুন বুঝিনি ভর্ একমাত্র সিদ্ধ ডিমটাই খাওয়ার মত অবস্থায় আল্লাহ হায়াত রাখছে বেঁচে আছি তানা তরকারির গন্ধ শুকেই মানুষ মরে জঘন্য কনসেপ্ট কি ব্যবসা আল্লাহ জানে,"['খা', 'সম্পর্', 'বিন্দু', 'ধারনা', 'ভাত', 'পরিমান', 'শক্ত', 'জীবনে', 'প্রথমবার', 'তরকারি', 'দেখলাম', 'যে', 'এরকম', 'অদ্ভুতভাবে', 'রান্না', 'দেখলাম', 'পদের', 'সবজি', 'বুটের', 'ডাল', 'দিয়ে', 'রান্না', 'তাও', 'চটপটির', 'মসলা', 'আলুভর্', 'অর্ডার', 'করেছিলাম', 'যে', 'ডেলিভারি', 'দিয়েছে', 'সেটার', 'আলুর', 'চেয়ে', 'পেঁয়াজ', 'গুন', 'বুঝিনি', 'ভর্', 'একমাত্র', 'সিদ্ধ', 'ডিমটাই', 'খাওয়ার', 'মত', 'অবস্থায়', 'আল্লাহ', 'হায়াত', 'রাখছে', 'বেঁচে', 'আছি', 'তানা', 'তরকারির', 'গন্ধ', 'শুকেই', 'মানুষ', 'মরে', 'জঘন্য', 'কনসেপ্ট', 'কি', 'ব্যবসা', 'আল্লাহ', 'জানে']","['খা', 'সম্পর্', 'বিন্দু', 'ধারনা', 'ভাত', 'পরিমান', 'শক্ত', 'জীবনে', 'প্রথমব', 'তরকারি', 'দেখ', 'যে', 'এরকম', 'অদ্ভুতভাবে', 'রান্না', 'দেখ', 'পদের', 'সবজি', 'বুট', 'ডাল', 'দিয়ে', 'রান্না', 'তাও', 'চটপ', 'মসলা', 'আলুভর্', 'অর্ড', 'করেছি', 'যে', 'ডেলিভারি', 'দিয়', 'সেটা', 'আলুর', 'চায়', 'পেঁয়াজ', 'গুন', 'বুঝিনি', 'ভর্', 'একমাত্র', 'সিদ্ধ', 'ডিম', 'খাওয়', 'মত', 'অবস্থায়', 'আল্লাহ', 'হায়াত', 'রাখ', 'বেঁচে', 'আছি', 'তানা', 'তরকারির', 'গন্ধ', 'শুকে', 'মানুষ', 'মরে', 'জঘন্য', 'কনসেপ্ট', 'কি', 'ব্যবসা', 'আল্লাহ', 'জানে']",61
1.0,মিলে খেয়েছি নলী বা দুইজন সলিড মাংস পি পেট ভর রাইস ফ্লেভারফুল ভাল স্বা ভাল সো রিকমেন্ড কর আরকি রাইস মাংস দুইটাই জবরদস্ত দেয় সাথে া নল্ থাকে, মিলে খেয়েছি নলী বা দুইজন সলিড মাংসের পি পেট ভরিয়েছে রাইসটা ফ্লেভারফুল ভাল স্বাদের ভাল সো রিকমেন্ড করব আরকি রাইস মাংস দুইটাই জবরদস্ত দেয় সাথে া নল্লি থাকেই,"['মিলে', 'খেয়েছি', 'নলী', 'বা', 'দুইজন', 'সলিড', 'মাংসের', 'পি', 'পেট', 'ভরিয়েছে', 'রাইসটা', 'ফ্লেভারফুল', 'ভাল', 'স্বাদের', 'ভাল', 'সো', 'রিকমেন্ড', 'করব', 'আরকি', 'রাইস', 'মাংস', 'দুইটাই', 'জবরদস্ত', 'দেয়', 'সাথে', 'া', 'নল্লি', 'থাকেই']","['মিলে', 'খেয়েছি', 'নলী', 'বা', 'দুইজন', 'সলিড', 'মাংস', 'পি', 'পেট', 'ভর', 'রাইস', 'ফ্লেভারফুল', 'ভাল', 'স্বা', 'ভাল', 'সো', 'রিকমেন্ড', 'কর', 'আরকি', 'রাইস', 'মাংস', 'দুইটাই', 'জবরদস্ত', 'দেয়', 'সাথে', 'া', 'নল্', 'থাকে']",28
2.0,মাছ তরকারি এভারেজ,মাছের তরকারি এভারেজ,"['মাছের', 'তরকারি', 'এভারেজ']","['মাছ', 'তরকারি', 'এভারেজ']",3
2.0,মাংস খেত মুটামু,মাংস খেতে মুটামুটি,"['মাংস', 'খেতে', 'মুটামুটি']","['মাংস', 'খেত', 'মুটামু']",3
0.0,নোনতা খা ভালো না, নোনতা খা ভালো না,"['নোনতা', 'খা', 'ভালো', 'না']","['নোনতা', 'খা', 'ভালো', 'না']",4
0.0,ভাল সার্ভ সার্ভ আগ মত না, ভাল সার্ভিস সার্ভিস আগের মত না,"['ভাল', 'সার্ভিস', 'সার্ভিস', 'আগের', 'মত', 'না']","['ভাল', 'সার্ভ', 'সার্ভ', 'আগ', 'মত', 'না']",6
0.0,বিরিয়ানি বাজে যে বাজে বিরিয়ানি কখনো খাই নি লবন যে খাওয়া উপযোগি না,বিরিয়ানি বাজে যে বাজে বিরিয়ানি কখনো খাই নি লবন যে খাওয়া উপযোগি না,"['বিরিয়ানি', 'বাজে', 'যে', 'বাজে', 'বিরিয়ানি', 'কখনো', 'খাই', 'নি', 'লবন', 'যে', 'খাওয়া', 'উপযোগি', 'না']","['বিরিয়ানি', 'বাজে', 'যে', 'বাজে', 'বিরিয়ানি', 'কখনো', 'খাই', 'নি', 'লবন', 'যে', 'খাওয়া', 'উপযোগি', 'না']",13
0.0,বাসি হালোয়া দিয়ে দিছ ছবি এক বাস্ আরেক ইলিশ মাছ মেবি মাস আগ মসলা দিয়ে পুরা রাখ ফালতু সার্ভ,বাসি হালোয়া দিয়ে দিছে ছবিতে এক বাস্ আরেক ইলিশ মাছ মেবি মাস আগের মসলা দিয়ে পুরাই রাখছে ফালতু সার্ভিস,"['বাসি', 'হালোয়া', 'দিয়ে', 'দিছে', 'ছবিতে', 'এক', 'বাস্', 'আরেক', 'ইলিশ', 'মাছ', 'মেবি', 'মাস', 'আগের', 'মসলা', 'দিয়ে', 'পুরাই', 'রাখছে', 'ফালতু', 'সার্ভিস']","['বাসি', 'হালোয়া', 'দিয়ে', 'দিছ', 'ছবি', 'এক', 'বাস্', 'আরেক', 'ইলিশ', 'মাছ', 'মেবি', 'মাস', 'আগ', 'মসলা', 'দিয়ে', 'পুরা', 'রাখ', 'ফালতু', 'সার্ভ']",19
0.0,এক ভালো না খাবা, একটা ভালো না খাবার,"['একটা', 'ভালো', 'না', 'খাবার']","['এক', 'ভালো', 'না', 'খাবা']",4
1.0,শীত খেজুর গুড় ভাপা পিঠা খাওয় মজা অন্যরকম, শীতে খেজুরের গুড় ভাপা পিঠা খাওয়ার মজাই অন্যরকম,"['শীতে', 'খেজুরের', 'গুড়', 'ভাপা', 'পিঠা', 'খাওয়ার', 'মজাই', 'অন্যরকম']","['শীত', 'খেজুর', 'গুড়', 'ভাপা', 'পিঠা', 'খাওয়', 'মজা', 'অন্যরকম']",8
1.0,ফুসকা গুলো সুন্দর,ফুসকা গুলো সুন্দর,"['ফুসকা', 'গুলো', 'সুন্দর']","['ফুসকা', 'গুলো', 'সুন্দর']",3
1.0,খা ভালো ছিলো ওর্ড কিছু ওলট পালট ছিলো মানে যে দুই ওর্ড দিয়েছি একটায় কম ছিলো একটায় ছিলো খা মান,খা ভালো ছিলো ওর্ডার কিছু ওলট পালট ছিলো মানে যে দুইটি ওর্ডার দিয়েছিলাম একটায় কম ছিলো একটায় ছিলো খা মান,"['খা', 'ভালো', 'ছিলো', 'ওর্ডার', 'কিছু', 'ওলট', 'পালট', 'ছিলো', 'মানে', 'যে', 'দুইটি', 'ওর্ডার', 'দিয়েছিলাম', 'একটায়', 'কম', 'ছিলো', 'একটায়', 'ছিলো', 'খা', 'মান']","['খা', 'ভালো', 'ছিলো', 'ওর্ড', 'কিছু', 'ওলট', 'পালট', 'ছিলো', 'মানে', 'যে', 'দুই', 'ওর্ড', 'দিয়েছি', 'একটায়', 'কম', 'ছিলো', 'একটায়', 'ছিলো', 'খা', 'মান']",20
1.0,লালমাটিয়া মহিলা কলেজ বাইরে এক মামা ফুচকা বিক্রি টক অসাধারণ,লালমাটিয়া মহিলা কলেজ বাইরে এক মামা ফুচকা বিক্রি টক অসাধারণ,"['লালমাটিয়া', 'মহিলা', 'কলেজ', 'বাইরে', 'এক', 'মামা', 'ফুচকা', 'বিক্রি', 'টক', 'অসাধারণ']","['লালমাটিয়া', 'মহিলা', 'কলেজ', 'বাইরে', 'এক', 'মামা', 'ফুচকা', 'বিক্রি', 'টক', 'অসাধারণ']",10
1.0,বড় বড় সাইজ চি ছিলো এটি চিক তান্দুরী চিকেনের এক বেটা ভার্শন যায় ওপরটায় চাট মশল এক স্বাদ পেয়েছি সাথে হালকা ঝাঁজ ঝাঁজ স্মো ভাব ওপর স্মো ভাব মশল স্বাদ চিকেনের ভেতরে সুন্দরভাবে উপস্থিত, বড় বড় সাইজের চি ছিলো এটিতে চিকেনগুলো তান্দুরী চিকেনের এক বেটার ভার্শন যায় ওপরটায় চাট মশলার এক স্বাদ পেয়েছি সাথে হালকা ঝাঁজ ঝাঁজ স্মো ভাব ওপরের স্মো ভাবটাও মশলার স্বাদটা চিকেনের ভেতরেও সুন্দরভাবে উপস্থিত,"['বড়', 'বড়', 'সাইজের', 'চি', 'ছিলো', 'এটিতে', 'চিকেনগুলো', 'তান্দুরী', 'চিকেনের', 'এক', 'বেটার', 'ভার্শন', 'যায়', 'ওপরটায়', 'চাট', 'মশলার', 'এক', 'স্বাদ', 'পেয়েছি', 'সাথে', 'হালকা', 'ঝাঁজ', 'ঝাঁজ', 'স্মো', 'ভাব', 'ওপরের', 'স্মো', 'ভাবটাও', 'মশলার', 'স্বাদটা', 'চিকেনের', 'ভেতরেও', 'সুন্দরভাবে', 'উপস্থিত']","['বড়', 'বড়', 'সাইজ', 'চি', 'ছিলো', 'এটি', 'চিক', 'তান্দুরী', 'চিকেনের', 'এক', 'বেটা', 'ভার্শন', 'যায়', 'ওপরটায়', 'চাট', 'মশল', 'এক', 'স্বাদ', 'পেয়েছি', 'সাথে', 'হালকা', 'ঝাঁজ', 'ঝাঁজ', 'স্মো', 'ভাব', 'ওপর', 'স্মো', 'ভাব', 'মশল', 'স্বাদ', 'চিকেনের', 'ভেতরে', 'সুন্দরভাবে', 'উপস্থিত']",34
0.0,খারাপ টেষ্ট তেলের পরিমাণ বেশী বাজে প্যাকেটিং চুল পেয়ে, খারাপ টেষ্ট তেলের পরিমাণ বেশী বাজে প্যাকেটিং চুল পেয়েছি,"['খারাপ', 'টেষ্ট', 'তেলের', 'পরিমাণ', 'বেশী', 'বাজে', 'প্যাকেটিং', 'চুল', 'পেয়েছি']","['খারাপ', 'টেষ্ট', 'তেলের', 'পরিমাণ', 'বেশী', 'বাজে', 'প্যাকেটিং', 'চুল', 'পেয়ে']",9
2.0,কাবাব ভালো দামে বেশি,কাবাব ভালো দামে বেশি,"['কাবাব', 'ভালো', 'দামে', 'বেশি']","['কাবাব', 'ভালো', 'দামে', 'বেশি']",4
1.0,খা চমৎক অন্যান্য উচ্চ মান বেকারির তুলনায় দাম বেশি,খা চমৎকার অন্যান্য উচ্চ মানের বেকারির তুলনায় দাম বেশি,"['খা', 'চমৎকার', 'অন্যান্য', 'উচ্চ', 'মানের', 'বেকারির', 'তুলনায়', 'দাম', 'বেশি']","['খা', 'চমৎক', 'অন্যান্য', 'উচ্চ', 'মান', 'বেকারির', 'তুলনায়', 'দাম', 'বেশি']",9
0.0,টপিং আরো বেশী ছিল,টপিং আরো বেশী ছিল,"['টপিং', 'আরো', 'বেশী', 'ছিল']","['টপিং', 'আরো', 'বেশী', 'ছিল']",4
0.0,খিচুড়ি তাল পুর ডুব দিসে,খিচুড়ি তেলে পুরা ডুবায়ে দিসে,"['খিচুড়ি', 'তেলে', 'পুরা', 'ডুবায়ে', 'দিসে']","['খিচুড়ি', 'তাল', 'পুর', 'ডুব', 'দিসে']",5
1.0,দাখ জিভে জল যায়,দেখেই জিভে জল যায়,"['দেখেই', 'জিভে', 'জল', 'যায়']","['দাখ', 'জিভে', 'জল', 'যায়']",4
1.0,নাগা উইংস from Tour De Cyclist Baily Road সিক্স পেক বার্গার বরাবর ফেমাস এইব বার্গার মিট বক্স প্রথমব উইংস নিয়ে উইংস সসি ছিলো চি ক্রিস্পি ছিলো সাথে খুবি স্পাইসি ছিলো হতাশ হই নি ট্রা দেখ nদাম টাকা,নাগা উইংস from Tour De Cyclist Baily Road সিক্স পেক বার্গার বরাবরই ফেমাস এইবার বার্গার মিট বক্স প্রথমবার উইংস নিয়েছি উইংসগুলো সসি ছিলো চি ক্রিস্পি ছিলো সাথে খুবি স্পাইসি ছিলো হতাশ হই নি ট্রাই দেখবেন nদাম টাকা,"['নাগা', 'উইংস', 'from', 'Tour', 'De', 'Cyclist', 'Baily', 'Road', 'সিক্স', 'পেক', 'বার্গার', 'বরাবরই', 'ফেমাস', 'এইবার', 'বার্গার', 'মিট', 'বক্স', 'প্রথমবার', 'উইংস', 'নিয়েছি', 'উইংসগুলো', 'সসি', 'ছিলো', 'চি', 'ক্রিস্পি', 'ছিলো', 'সাথে', 'খুবি', 'স্পাইসি', 'ছিলো', 'হতাশ', 'হই', 'নি', 'ট্রাই', 'দেখবেন', 'nদাম', 'টাকা']","['নাগা', 'উইংস', 'from', 'Tour', 'De', 'Cyclist', 'Baily', 'Road', 'সিক্স', 'পেক', 'বার্গার', 'বরাবর', 'ফেমাস', 'এইব', 'বার্গার', 'মিট', 'বক্স', 'প্রথমব', 'উইংস', 'নিয়ে', 'উইংস', 'সসি', 'ছিলো', 'চি', 'ক্রিস্পি', 'ছিলো', 'সাথে', 'খুবি', 'স্পাইসি', 'ছিলো', 'হতাশ', 'হই', 'নি', 'ট্রা', 'দেখ', 'nদাম', 'টাকা']",37
0.0,খুব বাজে খা রাস্ ফুটপা খা ভালো,খুবই বাজে খা রাস্ ফুটপাতে খা ভালো,"['খুবই', 'বাজে', 'খা', 'রাস্', 'ফুটপাতে', 'খা', 'ভালো']","['খুব', 'বাজে', 'খা', 'রাস্', 'ফুটপা', 'খা', 'ভালো']",7
